oracle_group_id,scenario_name,realization_id,source_sector_id,module_name,selected_action_id,selected_action_type,target_sector_id,reward,safety_valid,oracle_selection_reason,is_noop,delta_prs_dB,delta_tilt_deg,delta_cio_dB,delta_hom_dB,delta_ttt_ms,es_action,pre_source_load_ratio,post_source_load_ratio,pre_source_RSRP_dBm,post_source_RSRP_dBm,pre_source_SINR_dB,post_source_SINR_dB,pre_source_qos_satisfaction_ratio,post_source_qos_satisfaction_ratio,pre_source_attach_rate,post_source_attach_rate,pre_source_handover_risk_score,post_source_handover_risk_score
1929,handover_stress,6,16,HO/MRO,47779,handover_parameter_adjustment,20,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.622189558193145,0.622189558193145,-91.370680875788,-91.370680875788,4.02036685607508,4.03036685607508,1,1,1,1,0.533333333333333,0.333333333333333
1930,handover_stress,6,17,HO/MRO,47957,handover_parameter_adjustment,15,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.484895449806444,0.484895449806444,-90.0945545957144,-90.0945545957144,7.3396679654396,7.3496679654396,1,1,1,1,0.423076923076923,0.223076923076923
1931,handover_stress,6,19,HO/MRO,48135,handover_parameter_adjustment,6,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.619441119913154,0.619441119913154,-90.0147232408087,-90.0147232408087,7.254397098476,7.264397098476,1,1,0.952380952380952,0.952380952380952,0.4,0.2
1932,handover_stress,6,20,HO/MRO,48313,handover_parameter_adjustment,3,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.378974195229381,0.378974195229381,-89.7197156763246,-89.7197156763246,5.23089400309791,5.24089400309791,1,1,0.961538461538462,0.961538461538462,0.52,0.32
1933,low_load,6,8,HO/MRO,48491,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.163727471814665,0.163727471814665,-89.5611916544513,-89.5611916544513,7.05013047321829,7.06013047321829,1,1,1,1,0.315789473684211,0.115789473684211
1934,low_load,6,13,HO/MRO,48669,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.146802024812453,0.146802024812453,-87.61236613041,-87.61236613041,6.40462059191017,6.41462059191017,1,1,0.952380952380952,0.952380952380952,0.4,0.2
1935,low_load_energy_saving_candidate,6,1,HO/MRO,48847,handover_parameter_adjustment,5,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.146432622402878,0.146432622402878,-89.7498947569864,-89.7498947569864,3.83858296628048,3.84858296628048,1,1,1,1,0.363636363636364,0.163636363636364
1936,mixed_conflict,6,5,HO/MRO,49015,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.17524284521239,1.17524284521239,-88.1760833816727,-88.1760833816727,5.68391802187906,5.68391802187906,1,1,0.964285714285714,0.964285714285714,0.333333333333333,0.333333333333333
1937,mixed_conflict,6,6,HO/MRO,49193,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,0.915532451159511,0.915532451159511,-95.6418723274736,-95.6418723274736,2.56068374850117,2.56068374850117,1,1,0.933333333333333,0.933333333333333,0.571428571428571,0.571428571428571
1938,mixed_conflict,6,17,HO/MRO,49381,handover_parameter_adjustment,15,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,1.37020315046945,1.37020315046945,-88.9793276162393,-88.9793276162393,7.98530431968703,7.99530431968703,0,0.02,1,1,0.318181818181818,0.118181818181818
1939,normal,6,5,HO/MRO,49559,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.586149801442285,0.586149801442285,-90.367868003278,-90.367868003278,3.62955748191902,3.63955748191902,1,1,1,1,0.384615384615385,0.184615384615385
1940,normal,6,17,HO/MRO,49737,handover_parameter_adjustment,15,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.256785018771216,0.256785018771216,-88.4216289203718,-88.4216289203718,7.57217713533566,7.58217713533566,1,1,1,1,0.352941176470588,0.152941176470588
1941,outage_sector,6,5,HO/MRO,49915,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.664634762016185,0.664634762016185,-89.4020098368719,-89.4020098368719,5.29970432200843,5.30970432200843,1,1,1,1,0.363636363636364,0.163636363636364
1942,outage_sector,6,9,HO/MRO,50093,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.936102049154958,0.936102049154958,-89.1154147462379,-89.1154147462379,5.47794035949125,5.48794035949125,1,1,1,1,0.384615384615385,0.184615384615385
1943,outage_sector,6,17,HO/MRO,50271,handover_parameter_adjustment,15,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.140482824396041,0.140482824396041,-90.3172311583653,-90.3172311583653,6.19344442283356,6.20344442283356,1,1,1,1,0.36,0.16
1944,overload,6,20,HO/MRO,50567,handover_parameter_adjustment,21,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,2.23528395955567,2.23528395955567,-88.7699825339569,-88.7699825339569,5.11573468057956,5.12573468057956,0,0.02,1,1,0.409090909090909,0.209090909090909
1945,degraded_sector,7,9,HO/MRO,50627,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.226672955601035,0.226672955601035,-87.2587197925186,-87.2587197925186,7.44345199373266,7.45345199373266,1,1,1,1,0.315789473684211,0.115789473684211
1946,degraded_sector,7,13,HO/MRO,50805,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.697637250698613,0.697637250698613,-88.2872474077191,-88.2872474077191,6.86164109035864,6.87164109035864,1,1,0.96,0.96,0.333333333333333,0.133333333333333
1947,handover_stress,7,1,HO/MRO,51042,handover_parameter_adjustment,9,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.206040049737749,0.206040049737749,-87.3370955526675,-87.3370955526675,5.6034183695473,5.6134183695473,1,1,0.961538461538462,0.961538461538462,0.44,0.24
1948,handover_stress,7,2,HO/MRO,51161,handover_parameter_adjustment,12,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.302224186505356,0.302224186505356,-89.8551543252665,-89.8551543252665,3.03391902969365,3.04391902969365,1,1,0.941176470588235,0.941176470588235,0.6875,0.4875
1949,handover_stress,7,3,HO/MRO,51339,handover_parameter_adjustment,16,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.885309143731689,0.885309143731689,-89.4437292551622,-89.4437292551622,5.68495018491195,5.69495018491195,1,1,0.961538461538462,0.961538461538462,0.4,0.2
1950,handover_stress,7,4,HO/MRO,51576,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.46894508284883,0.46894508284883,-91.8439333521085,-91.8439333521085,7.79538249987483,7.80538249987483,1,1,0.96875,0.96875,0.354838709677419,0.154838709677419
1951,handover_stress,7,5,HO/MRO,51695,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,1.18895596679073,1.18895596679073,-90.6055429462074,-90.6055429462074,4.16648461975889,4.17648461975889,1,1,1,1,0.571428571428571,0.371428571428571
1952,handover_stress,7,6,HO/MRO,51873,handover_parameter_adjustment,19,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.560661112825583,0.560661112825583,-90.2380126997764,-90.2380126997764,7.49018231108816,7.50018231108816,1,1,1,1,0.37037037037037,0.17037037037037
1953,handover_stress,7,7,HO/MRO,52051,handover_parameter_adjustment,8,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.62527566264002,0.62527566264002,-89.3881004818363,-89.3881004818363,9.6894005022313,9.6994005022313,1,1,1,1,0.384615384615385,0.184615384615385
1954,handover_stress,7,8,HO/MRO,52229,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.29221823485081,0.29221823485081,-88.3932596349769,-88.3932596349769,7.55614394928153,7.56614394928153,1,1,1,1,0.366666666666667,0.166666666666667
1955,handover_stress,7,9,HO/MRO,52407,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.275631081108195,0.275631081108195,-87.8700995301912,-87.8700995301912,6.7839562638469,6.7939562638469,1,1,0.806451612903226,0.806451612903226,0.48,0.28
1956,handover_stress,7,11,HO/MRO,52585,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.2639439493892,0.2639439493892,-93.5186554815623,-93.5186554815623,6.05157308168142,6.06157308168142,1,1,0.882352941176471,0.882352941176471,0.4,0.2
1957,handover_stress,7,12,HO/MRO,52763,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.68605556177722,0.68605556177722,-88.8957468031158,-88.8957468031158,4.50091918175059,4.51091918175059,1,1,0.863636363636364,0.863636363636364,0.578947368421053,0.378947368421053
1958,handover_stress,7,13,HO/MRO,52941,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.446009911063712,0.446009911063712,-87.9787378121092,-87.9787378121092,7.03629956983777,7.04629956983777,1,1,0.892857142857143,0.892857142857143,0.36,0.16
1959,handover_stress,7,15,HO/MRO,53119,handover_parameter_adjustment,17,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.323207541766783,0.323207541766783,-93.062223177004,-93.062223177004,5.59953284725542,5.60953284725542,1,1,0.944444444444444,0.944444444444444,0.411764705882353,0.211764705882353
1960,handover_stress,7,16,HO/MRO,53297,handover_parameter_adjustment,20,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.267760221559929,0.267760221559929,-89.1549578469064,-89.1549578469064,5.89724810323629,5.90724810323629,1,1,0.916666666666667,0.916666666666667,0.454545454545455,0.254545454545455
1961,handover_stress,7,17,HO/MRO,53475,handover_parameter_adjustment,15,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.17702879486716,0.17702879486716,-88.5446690248734,-88.5446690248734,7.40651103360102,7.41651103360102,1,1,1,1,0.380952380952381,0.180952380952381
1962,handover_stress,7,20,HO/MRO,53653,handover_parameter_adjustment,3,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.678234652014858,0.678234652014858,-90.1228657829868,-90.1228657829868,5.55310157417291,5.56310157417291,1,1,0.916666666666667,0.916666666666667,0.5,0.3
1963,low_load,7,8,HO/MRO,53831,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.146955322016627,0.146955322016627,-88.6176553068951,-88.6176553068951,6.60919089113269,6.61919089113269,1,1,1,1,0.315789473684211,0.115789473684211
1964,low_load,7,10,HO/MRO,54009,handover_parameter_adjustment,8,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,0,0,-93.8604302403508,-93.8604302403508,5.18538299394746,5.19538299394746,0,0.02,0.894736842105263,0.894736842105263,0.352941176470588,0.152941176470588
1965,low_load_energy_saving_candidate,7,2,HO/MRO,54187,handover_parameter_adjustment,12,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.124132937172694,0.124132937172694,-87.299405828333,-87.299405828333,6.86553440732471,6.87553440732471,1,1,1,1,0.347826086956522,0.147826086956522
1966,low_load_energy_saving_candidate,7,3,HO/MRO,54365,handover_parameter_adjustment,16,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.104812817578135,0.104812817578135,-89.3211001798923,-89.3211001798923,2.70458558013405,2.71458558013405,1,1,0.947368421052632,0.947368421052632,0.388888888888889,0.188888888888889
1967,low_load_energy_saving_candidate,7,8,HO/MRO,54543,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0892148295631775,0.0892148295631775,-89.9287359188983,-89.9287359188983,5.50215934059435,5.51215934059435,1,1,0.888888888888889,0.888888888888889,0.458333333333333,0.258333333333333
1968,mixed_conflict,7,3,HO/MRO,54839,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,1.19910566410628,1.19910566410628,-85.6801224236143,-85.6801224236143,6.83384535908786,6.84384535908786,1,1,0.96,0.96,0.333333333333333,0.133333333333333
1969,mixed_conflict,7,16,HO/MRO,54889,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.5794886910795,1.5794886910795,-89.2072850302488,-89.2072850302488,3.94812447355735,3.94812447355735,0,0,1,1,0.5,0.5
1970,normal,7,1,HO/MRO,55077,handover_parameter_adjustment,5,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0831625913272304,0.0831625913272304,-87.7646542556401,-87.7646542556401,6.64546816530001,6.65546816530001,1,1,1,1,0.304347826086957,0.104347826086957
1971,normal,7,2,HO/MRO,55255,handover_parameter_adjustment,12,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0593130553254077,0.0593130553254077,-91.6658967865266,-91.6658967865266,2.96060518609439,2.97060518609439,1,1,1,1,0.428571428571429,0.228571428571429
1972,normal,7,19,HO/MRO,55433,handover_parameter_adjustment,6,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.372421474621278,0.372421474621278,-88.8746547392983,-88.8746547392983,6.91983888529995,6.92983888529995,1,1,0.95,0.95,0.315789473684211,0.115789473684211
1973,normal,7,20,HO/MRO,55611,handover_parameter_adjustment,3,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.232182594242116,0.232182594242116,-88.5826439788912,-88.5826439788912,5.06503731277568,5.07503731277568,1,1,1,1,0.347826086956522,0.147826086956522
1974,outage_sector,7,12,HO/MRO,55789,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.876434281277754,0.876434281277754,-88.0719165854971,-88.0719165854971,6.13477307796815,6.14477307796815,1,1,1,1,0.32,0.12
1975,overload,7,1,HO/MRO,55957,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.88487329000076,1.88487329000076,-88.0771679205122,-88.0771679205122,4.35319343129971,4.35319343129971,0,0,0.958333333333333,0.958333333333333,0.347826086956522,0.347826086956522
1976,overload,7,9,HO/MRO,56135,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,3.0814203413003,3.0814203413003,-91.305079651255,-91.305079651255,3.05924912793473,3.05924912793473,0,0,0.96,0.96,0.333333333333333,0.333333333333333
1977,overload,7,13,HO/MRO,56323,handover_parameter_adjustment,2,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,1.60486822081258,1.60486822081258,-88.6739029967129,-88.6739029967129,4.66418246310334,4.67418246310334,0,0.02,0.961538461538462,0.961538461538462,0.36,0.16
1978,overload,7,16,HO/MRO,56491,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.25873021266664,1.25873021266664,-85.8341112397424,-85.8341112397424,7.58027826357973,7.58027826357973,0,0,0.958333333333333,0.958333333333333,0.304347826086957,0.304347826086957
1979,overload,7,20,HO/MRO,56797,handover_parameter_adjustment,21,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.918920444259768,0.918920444259768,-88.1315308463609,-88.1315308463609,5.43354521433232,5.44354521433232,1,1,1,1,0.4,0.2
1980,degraded_sector,8,19,HO/MRO,56857,handover_parameter_adjustment,6,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0722144853042485,0.0722144853042485,-90.0690723743476,-90.0690723743476,6.99876776160272,7.00876776160272,1,1,1,1,0.307692307692308,0.107692307692308
1981,handover_stress,8,1,HO/MRO,57035,handover_parameter_adjustment,5,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,0,0,-88.6088393568583,-88.6088393568583,4.82216265453344,4.83216265453344,0,0.02,0.870967741935484,0.870967741935484,0.555555555555556,0.355555555555556
1982,handover_stress,8,2,HO/MRO,57213,handover_parameter_adjustment,12,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.788926847048189,0.788926847048189,-90.8954796045253,-90.8954796045253,3.95092436723417,3.96092436723417,1,1,1,1,0.428571428571429,0.228571428571429
1983,handover_stress,8,3,HO/MRO,57391,handover_parameter_adjustment,16,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.695537778996585,0.695537778996585,-90.9709894092469,-90.9709894092469,1.44360362118097,1.45360362118097,1,1,0.91304347826087,0.91304347826087,0.80952380952381,0.60952380952381
1984,handover_stress,8,5,HO/MRO,57569,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.361601643153127,0.361601643153127,-88.6560868191906,-88.6560868191906,5.624426490055,5.634426490055,1,1,0.916666666666667,0.916666666666667,0.590909090909091,0.390909090909091
1985,handover_stress,8,8,HO/MRO,57747,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.335504701360373,0.335504701360373,-87.7969458800269,-87.7969458800269,8.94708050865403,8.95708050865403,1,1,1,1,0.3125,0.1125
1986,handover_stress,8,9,HO/MRO,57925,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.244760588071579,0.244760588071579,-87.7150642081344,-87.7150642081344,6.45981858998067,6.46981858998067,1,1,0.916666666666667,0.916666666666667,0.454545454545455,0.254545454545455
1987,handover_stress,8,10,HO/MRO,58103,handover_parameter_adjustment,8,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.866761293690209,0.866761293690209,-89.6658597968687,-89.6658597968687,5.51694405898494,5.52694405898494,1,1,1,1,0.44,0.24
1988,handover_stress,8,12,HO/MRO,58281,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.294743418709054,0.294743418709054,-89.0112255282344,-89.0112255282344,7.16984573189575,7.17984573189575,1,1,0.9,0.9,0.333333333333333,0.133333333333333
1989,handover_stress,8,13,HO/MRO,58459,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.281239788749058,0.281239788749058,-89.1100964195173,-89.1100964195173,5.78021499919609,5.79021499919609,1,1,0.962962962962963,0.962962962962963,0.423076923076923,0.223076923076923
1990,handover_stress,8,15,HO/MRO,58637,handover_parameter_adjustment,17,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.241322208370489,0.241322208370489,-89.7015117556357,-89.7015117556357,6.18350925468607,6.19350925468607,1,1,0.925925925925926,0.925925925925926,0.44,0.24
1991,handover_stress,8,16,HO/MRO,58815,handover_parameter_adjustment,20,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0729635290182884,0.0729635290182884,-88.8684529525028,-88.8684529525028,4.66055768197117,4.67055768197117,1,1,0.864864864864865,0.864864864864865,0.59375,0.39375
1992,handover_stress,8,17,HO/MRO,58993,handover_parameter_adjustment,15,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.81685239048444,0.81685239048444,-89.4466043239754,-89.4466043239754,5.74283282388304,5.75283282388304,1,1,1,1,0.45,0.25
1993,handover_stress,8,19,HO/MRO,59171,handover_parameter_adjustment,6,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.505847630442917,0.505847630442917,-88.2214529681352,-88.2214529681352,7.46697278093566,7.47697278093566,1,1,0.95,0.95,0.421052631578947,0.221052631578947
1994,handover_stress,8,20,HO/MRO,59349,handover_parameter_adjustment,3,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.305878771965542,0.305878771965542,-89.208643620686,-89.208643620686,4.73557027602839,4.74557027602839,1,1,0.928571428571429,0.928571428571429,0.5,0.3
1995,low_load_energy_saving_candidate,8,20,HO/MRO,59527,handover_parameter_adjustment,3,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,0,0,-88.5812068599334,-88.5812068599334,5.2232800100697,5.2332800100697,0,0.02,1,1,0.384615384615385,0.184615384615385
1996,mixed_conflict,8,2,HO/MRO,59695,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.6856624218886,1.6856624218886,-87.6043982207229,-87.6043982207229,5.31450237840765,5.31450237840765,0,0,1,1,0.4,0.4
1997,mixed_conflict,8,3,HO/MRO,59883,handover_parameter_adjustment,16,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,1.54588191382801,1.54588191382801,-86.9141915636334,-86.9141915636334,6.52770430174183,6.53770430174183,0,0.02,1,1,0.333333333333333,0.133333333333333
1998,mixed_conflict,8,5,HO/MRO,60179,handover_parameter_adjustment,4,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,2.81041827819972,2.81041827819972,-87.9011622422932,-87.9011622422932,6.12767235238385,6.13767235238385,0,0.02,0.96969696969697,0.96969696969697,0.3125,0.1125
1999,mixed_conflict,8,16,HO/MRO,60357,handover_parameter_adjustment,18,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.879724535841262,0.879724535841262,-90.082197931248,-90.082197931248,4.58002878128763,4.59002878128763,1,1,1,1,0.3125,0.1125
2000,mixed_conflict,8,20,HO/MRO,60476,handover_parameter_adjustment,16,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,1.15144463179284,1.15144463179284,-88.6109569940805,-88.6109569940805,3.70820041293219,3.71820041293219,1,1,1,1,0.407407407407407,0.207407407407407
2001,normal,8,12,HO/MRO,60595,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.444661920153288,0.444661920153288,-88.7859169283727,-88.7859169283727,4.56521417153924,4.57521417153924,1,1,1,1,0.388888888888889,0.188888888888889
2002,normal,8,20,HO/MRO,60773,handover_parameter_adjustment,3,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.318724523292657,0.318724523292657,-87.8613840212175,-87.8613840212175,6.93243513682079,6.94243513682079,1,1,0.9,0.9,0.388888888888889,0.188888888888889
2003,outage_sector,8,1,HO/MRO,60951,handover_parameter_adjustment,5,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0967102378715661,0.0967102378715661,-86.4071618289815,-86.4071618289815,8.32360963223706,8.33360963223706,1,1,0.882352941176471,0.882352941176471,0.333333333333333,0.133333333333333
2004,overload,8,16,HO/MRO,61119,no_op,0,0,0,no_safe_action_available,1,0,0,0,0,0,,1.59663090228115,1.59663090228115,-85.7450054673153,-85.7450054673153,7.99416551049363,7.99416551049363,0,0,0.933333333333333,0.933333333333333,0.321428571428571,0.321428571428571
2005,degraded_sector,9,10,HO/MRO,61307,handover_parameter_adjustment,8,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.393870440958614,0.393870440958614,-91.8092480563528,-91.8092480563528,7.72138526463494,7.73138526463494,1,1,0.875,0.875,0.357142857142857,0.157142857142857
2006,handover_stress,9,1,HO/MRO,61485,handover_parameter_adjustment,5,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.299483717596699,0.299483717596699,-90.9289236231022,-90.9289236231022,4.45979917751734,4.46979917751734,1,1,1,1,0.407407407407407,0.207407407407407
2007,handover_stress,9,2,HO/MRO,61663,handover_parameter_adjustment,12,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.504227890172331,0.504227890172331,-88.7641923791094,-88.7641923791094,5.09669217282748,5.10669217282748,1,1,0.862068965517241,0.862068965517241,0.44,0.24
2008,handover_stress,9,3,HO/MRO,61841,handover_parameter_adjustment,16,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0584479586008022,0.0584479586008022,-89.5519753634083,-89.5519753634083,5.78786064483264,5.79786064483264,1,1,0.875,0.875,0.380952380952381,0.180952380952381
2009,handover_stress,9,5,HO/MRO,62019,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.455769860501285,0.455769860501285,-88.541662163994,-88.541662163994,6.41955803577513,6.42955803577513,1,1,0.923076923076923,0.923076923076923,0.5,0.3
2010,handover_stress,9,6,HO/MRO,62197,handover_parameter_adjustment,19,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.693790620406621,0.693790620406621,-88.6675685255156,-88.6675685255156,7.60002122821605,7.61002122821605,1,1,1,1,0.368421052631579,0.168421052631579
2011,handover_stress,9,8,HO/MRO,62375,handover_parameter_adjustment,10,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.290478200849489,0.290478200849489,-89.2924341096445,-89.2924341096445,6.75784216095101,6.76784216095101,1,1,0.916666666666667,0.916666666666667,0.5,0.3
2012,handover_stress,9,9,HO/MRO,62553,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.472063571051478,0.472063571051478,-90.0121555069272,-90.0121555069272,4.71319760065762,4.72319760065762,1,1,0.90625,0.90625,0.586206896551724,0.386206896551724
2013,handover_stress,9,10,HO/MRO,62731,handover_parameter_adjustment,8,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.371089473693763,0.371089473693763,-90.6589886595281,-90.6589886595281,6.1765378403446,6.1865378403446,1,1,0.944444444444444,0.944444444444444,0.470588235294118,0.270588235294118
2014,handover_stress,9,12,HO/MRO,62909,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.632885250271513,0.632885250271513,-93.8240507064483,-93.8240507064483,2.71827852193634,2.72827852193634,1,1,0.842105263157895,0.842105263157895,0.625,0.425
2015,handover_stress,9,13,HO/MRO,63087,handover_parameter_adjustment,2,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.53019774836073,0.53019774836073,-88.6475677001899,-88.6475677001899,6.7244372196378,6.7344372196378,1,1,0.944444444444444,0.944444444444444,0.411764705882353,0.211764705882353
2016,handover_stress,9,15,HO/MRO,63265,handover_parameter_adjustment,17,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.626576476818271,0.626576476818271,-88.3887099876056,-88.3887099876056,6.80860575386116,6.81860575386116,1,1,0.966666666666667,0.966666666666667,0.413793103448276,0.213793103448276
2017,handover_stress,9,16,HO/MRO,63443,handover_parameter_adjustment,20,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.331907586547452,0.331907586547452,-87.5344352696343,-87.5344352696343,6.30455242960853,6.31455242960853,1,1,0.863636363636364,0.863636363636364,0.473684210526316,0.273684210526316
2018,handover_stress,9,17,HO/MRO,63621,handover_parameter_adjustment,15,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.34451724650026,0.34451724650026,-89.173178757487,-89.173178757487,7.65960393295035,7.66960393295035,1,1,1,1,0.375,0.175
2019,handover_stress,9,18,HO/MRO,63799,handover_parameter_adjustment,16,0.13425,1,safe_best_reward,0,0,0,-3,-2,320,,0,0,-87.1320029002541,-87.1320029002541,10.0203253137419,10.0303253137419,0,0.02,1,1,0.333333333333333,0.133333333333333
2020,handover_stress,9,19,HO/MRO,63977,handover_parameter_adjustment,6,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.637953697932406,0.637953697932406,-89.4513883227331,-89.4513883227331,6.07822704918472,6.08822704918472,1,1,0.96969696969697,0.96969696969697,0.5,0.3
2021,handover_stress,9,20,HO/MRO,64155,handover_parameter_adjustment,3,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.236210360825283,0.236210360825283,-88.528367429336,-88.528367429336,5.64511743058673,5.65511743058673,1,1,1,1,0.333333333333333,0.133333333333333
2022,low_load,9,5,HO/MRO,64333,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0380681853245282,0.0380681853245282,-89.4625359597918,-89.4625359597918,6.06232423146703,6.07232423146703,1,1,0.95,0.95,0.368421052631579,0.168421052631579
2023,low_load,9,9,HO/MRO,64511,handover_parameter_adjustment,1,0.11025,1,safe_best_reward,0,0,0,-3,-2,320,,0.0842395359507054,0.0842395359507054,-88.2784565898558,-88.2784565898558,5.78888502445923,5.79888502445923,1,1,1,1,0.321428571428571,0.121428571428571
